tiger	tigers are in the family of cats.	tigers are huge and strong.	Tigers are carnivorous.	Tigers are mostly found in Asia.
tiger	Tigers are dangerous animals	the tigers have sharp claws	the tigers are fast animals	the tigers do not release their prey until they kill it
tiger	Tigers are animals.	Tigers have claws.	Tigers have four feet.	Tigers eat meat.
seaman	Seams is video game.	Seamans is a company.	Seamans is old company.	Seamans does have people.
seaman	the seamans spend part of their lives sailing	the seamans work on boats	the seamans eat a lot of fish	the seamans are very humble people
seaman	Seamans work are always on ships.	Seamans are often male.	Seamans wears uniform on work duties.	Seamans are trained individuals
seaman	the seamans are brave	the seamans make long trips at sea	the seamans wear nice uniforms	the seamans know a lot about boats
seaman	seamans work on boats	seamans wear white	seamans travel by sea	seamans have tattoos
seaman	the sailors must be prepared for any contingency	the sailors should check the lifeboats	Sailors should verify that all their partners are properly prepared for the worst.	the sailors must pay attention to what their superiors tell them
secretary	The secretary helps the boss	Women working as secretaries	Secretaries dress neatly	Secretaries responsible people
secretary	Secretaries work in office.	Secretaries are smart.	Secretaries are often female.	Secretaries are talking on the phone.
secretary	How beautiful are the secretaries	the secretaries are very smart	the secretaries are attentive	the secretaries are workers
secretary	the secretaries are women	the secretaries work by day	the secretaries are beautiful	the secretaries are smart
secretary	Secretaries are so dependable persons	I admire Secretaries	Secretaries are normally good looking	My wife loves Secretaries
secretary	Secretaries work in the offices	Secretaries make almost all the hard work	Secretaries take dictates from their bosses	Secretaries are in charge of the offices paperwork
cow	Cows are animals.	Cows live in a farm.	Cows are black an white.	Cows give us a milk.
cow	Cows are black.	Cows are white.	Cows eat grass.	Cows have horns.
cow	the cows are very nutritious	the cows give us milk	the cows are the wife of the bulls	the cows are black and white
cow	the  cows eat grass	the cows give milk	the cows have udders	the  cows are ruminants
cow	cows are big animals	cows do not eat meat	cows have several stomachs	cows are vegetarian
cow	the cows have 4 stomachs	the cows have a long tail with abundant hair on the tip	the cows have 4 long legs and end in hooves	the cows have 2 horns
